Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
766,Sunbird,Olive,Cyanomitra,olivacea,4.3096,14216,2024-05-31,0.6370,1941,2024-05-28
753,Sunbird,Orange-breasted,Anthobaphes,violacea,2.4076,7942,2024-05-26,0.5724,1744,2024-05-17
769,Sunbird,Plain-backed,Anthreptes,reichenowi,0.0127,42,2024-01-06,0.0046,14,2023-12-14
756,Sunbird,Purple-banded,Cinnyris,bifasciatus,1.4988,4944,2024-05-26,0.2593,790,2024-05-18
774,Sunbird,Scarlet-chested,Chalcomitra,senegalensis,4.1113,13562,2024-05-31,0.6498,1980,2024-05-30
760,Sunbird,"Southern Double-collared",Cinnyris,chalybeus,15.4219,50872,2024-05-31,2.7956,8518,2024-05-27
763,Sunbird,White-bellied,Cinnyris,talatala,25.4089,83816,2024-06-01,4.4084,13432,2024-05-30
493,Swallow,Barn,Hirundo,rustica,35.2907,116413,2024-05-27,9.6862,29513,2024-05-11
497,Swallow,Blue,Hirundo,atrocaerulea,0.0494,163,2024-02-23,0.0233,71,2024-02-18
502,Swallow,"Greater Striped",Cecropis,cucullata,32.9191,108590,2024-05-26,6.4176,19554,2024-05-26
499,Swallow,Grey-rumped,Pseudhirundo,griseopyga,0.9707,3202,2024-05-26,0.1526,465,2024-05-22
503,Swallow,"Lesser Striped",Cecropis,abyssinica,19.8060,65334,2024-05-29,3.8130,11618,2024-05-11
500,Swallow,Mosque,Cecropis,senegalensis,0.9874,3257,2024-05-26,0.1844,562,2024-05-22
498,Swallow,Pearl-breasted,Hirundo,dimidiata,5.6425,18613,2024-05-31,0.9058,2760,2024-05-25
501,Swallow,Red-breasted,Cecropis,semirufa,5.3676,17706,2024-05-11,1.4080,4290,2024-04-18
962,Swallow,Red-rumped,Cecropis,daurica,0.0003,1,2022-10-30,0.0000,0,-
504,Swallow,"South African Cliff ",Petrochelidon,spilodera,5.2651,17368,2024-05-26,1.3305,4054,2024-05-03
495,Swallow,White-throated,Hirundo,albigularis,24.4227,80563,2024-05-25,3.6237,11041,2024-09-08
496,Swallow,Wire-tailed,Hirundo,smithii,4.8055,15852,2024-05-31,0.9659,2943,2024-05-31
208,Swamphen,African,Porphyrio,madagascariensis,5.8945,19444,2024-06-01,0.8756,2668,2024-05-26
10007,Swan,"Black ",Cygnus,atratus,0.0931,307,2024-04-03,0.0108,33,2023-12-02
884,Swan,Mute,Cygnus,olor,0.0064,21,2022-08-12,0.0003,1,2021-08-01
380,Swift,"African Black",Apus,barbatus,6.3104,20816,2024-05-30,1.0578,3223,2024-05-28
387,Swift,"African Palm",Cypsiurus,parvus,25.8151,85156,2024-06-01,4.6434,14148,2024-05-26
386,Swift,Alpine,Tachymarptis,melba,5.9333,19572,2024-05-28,1.0072,3069,2024-05-27
381,Swift,Bradfield's,Apus,bradfieldi,0.1552,512,2024-03-28,0.0476,145,2024-03-30
378,Swift,Common,Apus,apus,1.6413,5414,2024-04-23,0.3417,1041,2024-04-01
384,Swift,Horus,Apus,horus,1.6525,5451,2024-05-27,0.2872,875,2024-04-24
385,Swift,Little,Apus,affinis,26.4223,87159,2024-05-31,5.6844,17320,2024-05-26
383,Swift,White-rumped,Apus,caffer,26.1998,86425,2024-05-26,4.3999,13406,2024-05-14
715,Tchagra,Black-crowned,Tchagra,senegalus,11.5494,38098,2024-05-31,2.3955,7299,2024-05-30
714,Tchagra,Brown-crowned,Tchagra,australis,12.0339,39696,2024-06-01,1.8566,5657,2024-05-23
713,Tchagra,Southern,Tchagra,tchagra,3.8018,12541,2024-05-31,0.4135,1260,2024-05-25
99,Teal,Blue-billed,Spatula,hottentota,3.0979,10219,2024-05-28,0.5297,1614,2024-05-26
1276,Teal,Blue-winged,Spatula,discors,0.0018,6,2013-11-27,0.0000,0,-
98,Teal,Cape,Anas,capensis,7.0604,23290,2024-06-01,1.2268,3738,2024-09-08
97,Teal,Red-billed,Anas,erythrorhyncha,14.8429,48962,2024-06-01,2.6591,8102,2024-05-28
5271,Teal,Ringed,Callonetta,leucophrys,0.0091,30,2022-08-14,0.0013,4,2023-02-01
292,Tern,Antarctic,Sterna,vittata,0.1231,406,2024-05-07,0.0299,91,2024-03-03
294,Tern,Arctic,Sterna,paradisaea,0.0521,172,2024-04-05,0.0095,29,2023-09-25
903,Tern,Black,Chlidonias,niger,0.0052,17,2022-08-13,0.0016,5,2022-08-23
936,Tern,Bridled,Onychoprion,anaethetus,0.0061,20,2021-02-06,0.0003,1,2016-08-09
290,Tern,Caspian,Hydroprogne,caspia,4.1571,13713,2024-05-30,0.7319,2230,2024-05-19
291,Tern,Common,Sterna,hirundo,3.0976,10218,2024-05-28,0.6019,1834,2024-05-14
300,Tern,Damara,Sternula,balaenarum,0.1525,503,2024-02-27,0.0335,102,2024-01-26
4143,Tern,Elegant,Thalasseus,elegans,0.0067,22,2024-02-12,0.0053,16,2024-02-12
298,Tern,"Greater Crested",Thalasseus,bergii,5.8817,19402,2024-06-01,1.1671,3556,2024-05-19
902,Tern,Gull-billed,Gelochelidon,nilotica,0.0155,51,2022-06-19,0.0046,14,2022-05-13
297,Tern,"Lesser Crested",Thalasseus,bengalensis,0.1425,470,2024-05-19,0.0486,148,2024-05-09
299,Tern,Little,Sternula,albifrons,0.7170,2365,2024-05-19,0.1464,446,2024-04-23
293,Tern,Roseate,Sterna,dougallii,0.1543,509,2024-05-07,0.0200,61,2024-01-26
296,Tern,Sandwich,Thalasseus,sandvicensis,2.9315,9670,2024-05-15,0.5622,1713,2024-05-14
2070,Tern,Saunders's,Sternula,saundersi,0.0003,1,2023-11-04,0.0000,0,-
295,Tern,Sooty,Onychoprion,fuscatus,0.0264,87,2024-01-04,0.0095,29,2023-12-30
305,Tern,Whiskered,Chlidonias,hybrida,4.7185,15565,2024-06-01,1.0338,3150,2024-05-25
938,Tern,White-cheeked,Sterna,repressa,0.0015,5,2021-02-03,0.0013,4,2021-02-02
304,Tern,White-winged,Chlidonias,leucopterus,2.1778,7184,2024-05-26,0.3889,1185,2024-04-28
275,Thick-knee,Spotted,Burhinus,capensis,18.8317,62120,2024-05-29,3.0168,9192,2024-05-29
274,Thick-knee,Water,Burhinus,vermiculatus,7.9935,26368,2024-05-31,1.7598,5362,2024-06-01
559,Thrush,"Cape Rock ",Monticola,rupestris,4.0298,13293,2024-05-30,0.7476,2278,2024-05-23
557,Thrush,Groundscraper,Turdus,litsitsirupa,7.6003,25071,2024-05-30,1.2934,3941,2024-05-26
1104,Thrush,Karoo,Turdus,smithi,18.6022,61363,2024-06-01,3.5872,10930,2024-05-26
552,Thrush,Kurrichane,Turdus,libonyana,12.6229,41639,2024-05-31,1.7043,5193,2024-05-25
1105,Thrush,Olive,Turdus,olivaceus,10.7039,35309,2024-05-30,1.8816,5733,2024-05-31
556,Thrush,"Orange Ground",Geokichla,gurneyi,0.2310,762,2024-05-03,0.0473,144,2024-01-07
560,Thrush,"Sentinel Rock ",Monticola,explorator,0.5881,1940,2024-05-26,0.2051,625,2024-05-25
561,Thrush,"Short-toed Rock ",Monticola,brevipes,0.8118,2678,2024-05-19,0.1575,480,2024-05-17
558,Thrush,"Spotted Ground",Geokichla,guttata,0.1761,581,2024-05-19,0.0374,114,2024-05-26
436,Tinkerbird,Red-fronted,Pogoniulus,pusillus,4.3478,14342,2024-05-31,0.5789,1764,2024-05-05
437,Tinkerbird,Yellow-fronted,Pogoniulus,chrysoconus,6.4814,21380,2024-05-30,0.8983,2737,2024-05-25
438,Tinkerbird,Yellow-rumped,Pogoniulus,bilineatus,4.5597,15041,2024-05-29,0.8107,2470,2024-05-31
514,Tit,Ashy,Melaniparus,cinerascens,2.6941,8887,2024-05-26,0.3420,1042,2024-05-17
531,Tit,"Cape Penduline",Anthoscopus,minutus,2.0041,6611,2024-05-29,0.2537,773,2024-06-01
525,Tit,Grey,Melaniparus,afer,1.9474,6424,2024-05-29,0.2809,856,2024-05-05
530,Tit,"Grey Penduline",Anthoscopus,caroli,0.7888,2602,2024-05-25,0.0863,263,2024-05-20
527,Tit,"Southern Black",Melaniparus,niger,12.8378,42348,2024-05-31,2.1648,6596,2024-05-21
657,Tit-Flycatcher,Grey,Myioparus,plumbeus,2.9121,9606,2024-05-31,0.3873,1180,2024-04-05
393,Trogon,Narina,Apaloderma,narina,1.7498,5772,2024-05-24,0.2885,879,2024-05-22
953,Tropicbird,Red-billed,Phaethon,aethereus,0.0000,0,-,0.0003,1,2021-11-27
39,Tropicbird,Red-tailed,Phaethon,rubricauda,0.0009,3,2022-06-06,0.0010,3,2023-11-06
4133,Turaco,Knysna,Tauraco,corythaix,5.4343,17926,2024-05-30,0.8635,2631,2024-05-28
1710,Turaco,Livingstone's,Tauraco,livingstonii,0.5469,1804,2024-05-19,0.1346,410,2024-05-04
337,Turaco,Purple-crested,Gallirex,porphyreolophus,9.5838,31614,2024-05-31,1.8353,5592,2024-05-28
232,Turnstone,Ruddy,Arenaria,interpres,1.4494,4781,2024-05-25,0.2219,676,2024-04-28
827,Twinspot,Green,Mandingoa,nitidula,0.6985,2304,2024-05-25,0.1165,355,2024-04-05
831,Twinspot,Pink-throated,Hypargos,margaritatus,0.4314,1423,2024-05-19,0.0791,241,2024-05-02
0,Unknown,Unknown,Unknown,Unknown,0.0258,85,2023-10-13,0.0056,17,2021-03-14
150,Vulture,Bearded,Gypaetus,barbatus,0.2131,703,2024-05-30,0.0624,190,2024-04-19
106,Vulture,Cape,Gyps,coprotheres,3.3056,10904,2024-05-30,1.1005,3353,2024-05-31
111,Vulture,Egyptian,Neophron,percnopterus,0.0009,3,2018-06-15,0.0007,2,2018-06-11
110,Vulture,Hooded,Necrosyrtes,monachus,1.2526,4132,2024-05-17,0.5081,1548,2024-05-30
108,Vulture,Lappet-faced,Torgos,tracheliotos,1.2923,4263,2024-05-30,0.6236,1900,2024-05-21
112,Vulture,Palm-nut,Gypohierax,angolensis,0.3877,1279,2024-05-25,0.1313,400,2024-05-25
1029,Vulture,Rüppell's,Gyps,rueppelli,0.0045,15,2016-09-10,0.0003,1,2015-10-10
107,Vulture,White-backed,Gyps,africanus,6.4319,21217,2024-05-31,2.7073,8249,2024-05-31
109,Vulture,White-headed,Trigonoceps,occipitalis,0.6169,2035,2024-05-12,0.3144,958,2024-05-31
685,Wagtail,"African Pied",Motacilla,aguimp,9.2279,30440,2024-05-31,2.0053,6110,2024-05-30
686,Wagtail,Cape,Motacilla,capensis,51.0675,168456,2024-06-01,9.6728,29472,2024-05-31
1053,Wagtail,Citrine,Motacilla,citreola,0.0067,22,2018-04-18,0.0007,2,2015-04-26
690,Wagtail,Grey,Motacilla,cinerea,0.0279,92,2023-05-16,0.0118,36,2023-05-09
688,Wagtail,Mountain,Motacilla,clara,1.0359,3417,2024-05-30,0.1618,493,2024-05-24
689,Wagtail,"Western Yellow",Motacilla,flava,0.3098,1022,2024-04-01,0.0607,185,2024-03-21
3816,Wagtail,White,Motacilla,alba,0.0036,12,2022-11-29,0.0010,3,2022-11-29
606,Warbler,"African Reed (Old, Use Common Reed Warbler)",Acrocephalus,baeticatus,6.5253,21525,2024-05-26,0.5904,1799,2023-04-02
666,Warbler,"African Yellow ",Iduna,natalensis,2.1797,7190,2024-05-25,0.2045,623,2024-05-18
610,Warbler,Barratt's,Bradypterus,barratti,0.8661,2857,2024-05-25,0.1346,410,2024-05-12
949,Warbler,"Basra Reed ",Acrocephalus,griseldis,0.0003,1,2017-03-24,0.0000,0,-
658,Warbler,Chestnut-vented,Curruca,subcoerulea,17.7410,58522,2024-06-01,2.5734,7841,2024-06-01
613,Warbler,Cinnamon-breasted,Euryptila,subcinnamomea,0.2198,725,2024-05-04,0.0443,135,2024-04-01
14242,Warbler,"Common Reed",Acrocephalus,scirpaceus,0.5047,1665,2024-05-25,0.0706,215,2024-05-28
911,Warbler,"Eurasian Reed (Old, Use Common Reed Warbler)",Acrocephalus,scirpaceus,0.0006,2,2013-12-15,0.0000,0,-
595,Warbler,Garden,Sylvia,borin,0.5975,1971,2024-04-07,0.0876,267,2024-04-19
603,Warbler,"Great Reed ",Acrocephalus,arundinaceus,1.2032,3969,2024-04-18,0.1168,356,2024-03-12
596,Warbler,Icterine,Hippolais,icterina,0.5290,1745,2024-04-16,0.0742,226,2024-03-17
611,Warbler,Knysna,Bradypterus,sylvaticus,0.7733,2551,2024-05-27,0.1185,361,2024-05-16
659,Warbler,"Layard's ",Curruca,layardi,2.1463,7080,2024-05-26,0.2937,895,2024-05-23
604,Warbler,"Lesser Swamp ",Acrocephalus,gracilirostris,17.7813,58655,2024-06-01,1.9233,5860,2024-05-28
609,Warbler,"Little Rush",Bradypterus,baboecala,14.4682,47726,2024-06-01,1.6049,4890,2024-05-29
607,Warbler,Marsh,Acrocephalus,palustris,1.7783,5866,2024-04-29,0.1680,512,2024-04-01
653,Warbler,Namaqua,Phragmacia,substriata,1.7962,5925,2024-06-01,0.2343,714,2024-05-10
597,Warbler,Olive-tree,Hippolais,olivetorum,0.3116,1028,2024-03-27,0.0601,183,2024-03-17
598,Warbler,River,Locustella,fluviatilis,0.0527,174,2024-03-17,0.0121,37,2024-03-17
619,Warbler,Rufous-eared,Malcorus,pectoralis,5.1654,17039,2024-05-30,0.9757,2973,2024-05-17
608,Warbler,Sedge,Acrocephalus,schoenobaenus,0.4568,1507,2024-04-07,0.0630,192,2024-03-21
3276,Warbler,Upcher's,Hippolais,languida,0.0030,10,2018-03-29,0.0000,0,-
612,Warbler,Victorin's,Cryptillas,victorini,0.7609,2510,2024-05-25,0.1444,440,2024-05-27
599,Warbler,Willow,Phylloscopus,trochilus,8.4109,27745,2024-05-18,0.9462,2883,2024-05-11
947,Warbler,Wood,Phylloscopus,sibilatrix,0.0094,31,2022-08-07,0.0016,5,2022-07-18
671,Warbler,"Yellow-throated Woodland",Phylloscopus,ruficapilla,1.5788,5208,2024-05-30,0.1802,549,2024-05-17
4483,Waterhen,"White-breasted ",Amaurornis,phoenicurus,0.0009,3,2023-08-09,0.0000,0,-
677,Wattle-eye,Black-throated,Platysteira,peltata,0.6551,2161,2024-05-31,0.0873,266,2024-05-05
841,Waxbill,Black-faced,Brunhilda,erythronotos,2.5113,8284,2024-05-31,0.3630,1106,2024-04-29
839,Waxbill,Blue,Uraeginthus,angolensis,20.2541,66812,2024-06-01,5.0868,15499,2024-06-01
843,Waxbill,Common,Estrilda,astrild,28.7417,94810,2024-06-01,3.9857,12144,2024-05-30
842,Waxbill,Grey,Glaucestrilda,perreini,0.4302,1419,2024-05-27,0.0650,198,2024-05-18
838,Waxbill,Orange-breasted,Amandava,subflava,2.2233,7334,2024-06-01,0.2878,877,2024-05-04
825,Waxbill,Swee,Coccopygia,melanotis,3.4320,11321,2024-05-28,0.5737,1748,2024-05-27
840,Waxbill,Violet-eared,Granatina,granatina,3.1652,10441,2024-05-29,0.5616,1711,2024-05-13
799,Weaver,Cape,Ploceus,capensis,24.2117,79867,2024-06-01,4.3053,13118,2024-05-31
796,Weaver,Chestnut,Ploceus,rubiginosus,0.0009,3,2014-03-20,0.0000,0,-
790,Weaver,Dark-backed,Ploceus,bicolor,3.3580,11077,2024-05-30,0.4336,1321,2024-05-10
801,Weaver,Golden,Ploceus,xanthops,1.5109,4984,2024-05-26,0.1644,501,2024-04-12
792,Weaver,"Lesser Masked",Ploceus,intermedius,3.4832,11490,2024-05-29,0.6735,2052,2024-05-21
779,Weaver,"Red-billed Buffalo",Bubalornis,niger,4.4254,14598,2024-05-30,1.6748,5103,2024-06-01
793,Weaver,Red-headed,Anaplectes,rubriceps,2.7814,9175,2024-05-31,0.5724,1744,2024-06-01
789,Weaver,"Scaly-feathered ",Sporopipes,squamifrons,7.6897,25366,2024-06-01,2.0017,6099,2024-05-20
783,Weaver,Sociable,Philetairus,socius,2.0557,6781,2024-05-25,0.9902,3017,2024-05-11
802,Weaver,"Southern Brown-throated",Ploceus,xanthopterus,0.3441,1135,2024-05-12,0.0656,200,2023-12-22
803,Weaver,"Southern Masked ",Ploceus,velatus,49.4806,163221,2024-06-01,10.5622,32182,2024-09-08
791,Weaver,Spectacled,Ploceus,ocularis,13.6363,44982,2024-05-31,1.7805,5425,2024-05-28
804,Weaver,Thick-billed,Amblyospiza,albifrons,14.8905,49119,2024-05-31,2.0486,6242,2024-05-29
797,Weaver,Village,Ploceus,cucullatus,14.0122,46222,2024-05-31,2.5810,7864,2024-05-25
800,Weaver,Yellow,Ploceus,subaureus,3.2701,10787,2024-05-30,0.3965,1208,2024-05-01
568,Wheatear,Capped,Oenanthe,pileata,7.9280,26152,2024-05-31,2.1087,6425,2024-05-29
564,Wheatear,Mountain,Myrmecocichla,monticola,7.0446,23238,2024-05-29,1.4431,4397,2024-05-26
563,Wheatear,Northern,Oenanthe,oenanthe,0.0021,7,2023-02-20,0.0013,4,2021-01-17
268,Whimbrel,"Eurasian ",Numenius,phaeopus,3.3835,11161,2024-05-27,0.5629,1715,2024-05-18
1172,White-eye,Cape,Zosterops,virens,46.4624,153265,2024-06-01,8.2451,25122,2024-05-31
1171,White-eye,"Orange River",Zosterops,pallidus,4.0519,13366,2024-06-01,0.5304,1616,2024-05-23
13633,White-eye,"Southern Yellow",Zosterops,anderssoni,0.3732,1231,2024-05-27,0.0387,118,2024-05-14
777,White-eye,"Yellow (Pre-split)",Zosterops,senegalensis,0.0088,29,2022-11-03,0.0013,4,2021-06-18
594,Whitethroat,Common,Curruca,communis,0.3065,1011,2024-03-30,0.0630,192,2024-03-17
3400,Whitethroat,Lesser,Curruca,curruca,0.0097,32,2021-06-30,0.0039,12,2021-06-30
853,Whydah,"Broad-tailed Paradise ",Vidua,obtusa,0.0003,1,2017-11-11,0.0000,0,-
3984,Whydah,"Exclamatory Paradise ",Vidua,interjecta,0.0003,1,2018-03-13,0.0000,0,-
852,Whydah,"Long-tailed Paradise ",Vidua,paradisaea,3.4059,11235,2024-05-26,0.9751,2971,2024-04-24
846,Whydah,Pin-tailed,Vidua,macroura,24.6652,81363,2024-05-31,4.0828,12440,2024-05-26
847,Whydah,Shaft-tailed,Vidua,regia,1.7853,5889,2024-05-26,0.4283,1305,2024-05-21
816,Widowbird,Fan-tailed,Euplectes,axillaris,8.2351,27165,2024-05-30,1.6443,5010,2024-05-04
818,Widowbird,Long-tailed,Euplectes,progne,14.3339,47283,2024-06-01,3.7602,11457,2024-05-29
813,Widowbird,Red-collared,Euplectes,ardens,9.8066,32349,2024-05-28,1.4474,4410,2024-05-25
814,Widowbird,White-winged,Euplectes,albonotatus,9.2682,30573,2024-06-01,1.8911,5762,2024-05-25
419,"Wood Hoopoe","Green ",Phoeniculus,purpureus,21.6974,71573,2024-06-01,3.6703,11183,2024-06-01
451,Woodpecker,Bearded,Chloropicus,namaquus,4.2599,14052,2024-05-28,0.5891,1795,2024-05-18
446,Woodpecker,Bennett's,Campethera,bennettii,1.1229,3704,2024-05-31,0.2071,631,2024-04-08
450,Woodpecker,Cardinal,Dendropicos,fuscescens,14.3030,47181,2024-06-01,1.7365,5291,2024-05-30
447,Woodpecker,Golden-tailed,Campethera,abingoni,12.6417,41701,2024-05-31,1.6128,4914,2024-05-26
449,Woodpecker,Green-backed,Campethera,cailliautii,0.0003,1,2021-09-17,0.0000,0,-
445,Woodpecker,Ground,Geocolaptes,olivaceus,1.3039,4301,2024-05-30,0.2639,804,2024-04-28
448,Woodpecker,Knysna,Campethera,notata,2.3621,7792,2024-05-27,0.2576,785,2024-05-16
452,Woodpecker,Olive,Dendropicos,griseocephalus,4.1674,13747,2024-05-30,0.5373,1637,2024-05-28
614,Wren-Warbler,Barred,Calamonastes,fasciolatus,1.3220,4361,2024-05-22,0.2517,767,2024-04-29
615,Wren-Warbler,Stierling's,Calamonastes,stierlingi,1.2990,4285,2024-05-30,0.2990,911,2024-04-22
453,Wryneck,Red-throated,Jynx,ruficollis,7.8898,26026,2024-06-01,1.0499,3199,2024-05-25
1014,Yellowlegs,Lesser,Tringa,flavipes,0.0036,12,2018-03-23,0.0013,4,2018-03-14
