Pentad,Spp,Common_group,Common_species,Genus,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Records,Total_Cards,ReportingRate
3015_2820,55,Heron,Black-headed,Ardea,melanocephala,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,80,Stork,White,Ciconia,ciconia,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,81,Ibis,"African Sacred",Threskiornis,aethiopicus,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,84,Ibis,"Hadada ",Bostrychia,hagedash,,0.0,,100.0,,,,100.0,,,,,3,4,75.0
3015_2820,85,Spoonbill,African,Platalea,alba,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,88,Goose,Spur-winged,Plectropterus,gambensis,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,89,Goose,Egyptian,Alopochen,aegyptiaca,,0.0,,50.0,,,,100.0,,,,,2,4,50.0
3015_2820,90,Shelduck,"South African",Tadorna,cana,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,95,Duck,"African Black",Anas,sparsa,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,96,Duck,Yellow-billed,Anas,undulata,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,105,,Secretarybird,Sagittarius,serpentarius,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,119,Falcon,Amur,Falco,amurensis,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,123,Kestrel,Rock,Falco,rupicolus,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,130,Kite,"Black-winged ",Elanus,caeruleus,,0.0,,50.0,,,,100.0,,,,,2,4,50.0
3015_2820,138,Eagle,Long-crested,Lophaetus,occipitalis,,100.0,,0.0,,,,0.0,,,,,1,4,25.0
3015_2820,152,Buzzard,Jackal,Buteo,rufofuscus,,100.0,,100.0,,,,100.0,,,,,4,4,100.0
3015_2820,156,Sparrowhawk,Rufous-breasted,Accipiter,rufiventris,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,169,Harrier,Black,Circus,maurus,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,189,Quail,Common,Coturnix,coturnix,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
3015_2820,192,Guineafowl,Helmeted,Numida,meleagris,,0.0,,50.0,,,,0.0,,,,,1,4,25.0
3015_2820,214,Crane,"Grey Crowned",Balearica,regulorum,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,219,Bustard,Denham's,Neotis,denhami,,0.0,,0.0,,,,100.0,,,,,1,4,25.0
3015_2820,245,Lapwing,Blacksmith,Vanellus,armatus,,0.0,,100.0,,,,0.0,,,,,2,4,50.0
