Pentad,Spp,Common_group,Common_species,Genus,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Records,Total_Cards,ReportingRate
2640_2755,545,Bulbul,Dark-capped,Pycnonotus,tricolor,0.0,14.3,0.0,25.0,20.0,0.0,,14.3,0.0,0.0,0.0,0.0,4,41,9.8
2640_2755,564,Wheatear,Mountain,Myrmecocichla,monticola,25.0,14.3,100.0,0.0,0.0,0.0,,42.9,0.0,0.0,0.0,0.0,6,41,14.6
2640_2755,568,Wheatear,Capped,Oenanthe,pileata,0.0,14.3,0.0,0.0,0.0,0.0,,57.1,100.0,50.0,0.0,0.0,7,41,17.1
2640_2755,570,Chat,Familiar,Oenanthe,familiaris,50.0,14.3,100.0,0.0,0.0,50.0,,57.1,100.0,0.0,50.0,50.0,14,41,34.1
2640_2755,575,Chat,"Ant-eating ",Myrmecocichla,formicivora,25.0,14.3,0.0,0.0,0.0,0.0,,42.9,0.0,0.0,25.0,25.0,7,41,17.1
2640_2755,576,Stonechat,African,Saxicola,torquatus,100.0,85.7,100.0,50.0,80.0,50.0,,100.0,100.0,100.0,75.0,75.0,34,41,82.9
2640_2755,581,Robin-Chat,Cape,Cossypha,caffra,50.0,28.6,100.0,50.0,80.0,50.0,,57.1,100.0,50.0,75.0,50.0,23,41,56.1
2640_2755,599,Warbler,Willow,Phylloscopus,trochilus,0.0,28.6,100.0,0.0,0.0,0.0,,0.0,0.0,50.0,25.0,25.0,6,41,14.6
2640_2755,604,Warbler,"Lesser Swamp ",Acrocephalus,gracilirostris,50.0,28.6,100.0,0.0,60.0,0.0,,0.0,0.0,0.0,25.0,0.0,9,41,22.0
2640_2755,606,Warbler,"African Reed (Old, Use Common Reed Warbler)",Acrocephalus,baeticatus,50.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,25.0,5,41,12.2
2640_2755,609,Warbler,"Little Rush",Bradypterus,baboecala,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,1,41,2.4
2640_2755,622,Apalis,Bar-throated,Apalis,thoracica,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,629,Cisticola,Zitting,Cisticola,juncidis,100.0,71.4,100.0,25.0,0.0,0.0,,0.0,0.0,50.0,50.0,75.0,17,41,41.5
2640_2755,630,Cisticola,Desert,Cisticola,aridulus,75.0,14.3,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,25.0,25.0,7,41,17.1
2640_2755,631,Cisticola,Cloud,Cisticola,textrix,100.0,28.6,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,50.0,50.0,11,41,26.8
2640_2755,634,Cisticola,Wing-snapping,Cisticola,ayresii,0.0,14.3,100.0,0.0,0.0,0.0,,14.3,0.0,0.0,0.0,0.0,3,41,7.3
2640_2755,637,,Neddicky,Cisticola,fulvicapilla,75.0,57.1,100.0,25.0,40.0,0.0,,14.3,100.0,100.0,75.0,75.0,21,41,51.2
2640_2755,639,Cisticola,Wailing,Cisticola,lais,0.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,646,Cisticola,Levaillant's,Cisticola,tinniens,75.0,42.9,100.0,50.0,80.0,50.0,,28.6,0.0,100.0,25.0,75.0,22,41,53.7
2640_2755,649,Prinia,Tawny-flanked,Prinia,subflava,25.0,57.1,100.0,50.0,40.0,50.0,,14.3,0.0,50.0,25.0,50.0,16,41,39.0
2640_2755,650,Prinia,Black-chested,Prinia,flavicans,50.0,57.1,100.0,25.0,100.0,100.0,,42.9,100.0,100.0,50.0,50.0,25,41,61.0
2640_2755,654,Flycatcher,Spotted,Muscicapa,striata,50.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,5,41,12.2
2640_2755,658,Warbler,Chestnut-vented,Curruca,subcoerulea,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,50.0,25.0,25.0,4,41,9.8
2640_2755,665,Flycatcher,Fiscal,Melaenornis,silens,25.0,28.6,100.0,25.0,20.0,50.0,,71.4,100.0,50.0,50.0,75.0,19,41,46.3
2640_2755,678,Flycatcher,Fairy,Stenostira,scita,0.0,0.0,0.0,0.0,0.0,0.0,,14.3,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,682,Flycatcher,"African Paradise",Terpsiphone,viridis,25.0,28.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,5,41,12.2
2640_2755,686,Wagtail,Cape,Motacilla,capensis,75.0,71.4,100.0,50.0,100.0,100.0,,85.7,100.0,100.0,75.0,75.0,33,41,80.5
2640_2755,692,Pipit,African,Anthus,cinnamomeus,25.0,14.3,0.0,25.0,40.0,50.0,,28.6,0.0,50.0,25.0,50.0,12,41,29.3
2640_2755,703,Longclaw,Cape,Macronyx,capensis,50.0,0.0,0.0,50.0,60.0,0.0,,14.3,0.0,50.0,25.0,0.0,10,41,24.4
2640_2755,707,Fiscal,"Southern ",Lanius,collaris,100.0,85.7,100.0,50.0,80.0,100.0,,100.0,100.0,100.0,50.0,75.0,34,41,82.9
2640_2755,708,Shrike,Red-backed,Lanius,collurio,0.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,2,41,4.9
2640_2755,722,,Bokmakierie,Telophorus,zeylonus,25.0,0.0,0.0,0.0,0.0,0.0,,42.9,0.0,0.0,0.0,25.0,5,41,12.2
2640_2755,734,Myna,Common,Acridotheres,tristis,100.0,85.7,100.0,75.0,100.0,100.0,,100.0,100.0,100.0,75.0,100.0,38,41,92.7
2640_2755,735,Starling,Wattled,Creatophora,cinerea,50.0,0.0,0.0,25.0,40.0,50.0,,42.9,0.0,50.0,25.0,0.0,11,41,26.8
2640_2755,737,Starling,Cape,Lamprotornis,nitens,100.0,71.4,100.0,75.0,60.0,100.0,,57.1,100.0,100.0,75.0,100.0,32,41,78.0
2640_2755,745,Starling,Red-winged,Onychognathus,morio,0.0,14.3,0.0,0.0,0.0,0.0,,14.3,100.0,0.0,0.0,75.0,6,41,14.6
2640_2755,746,Starling,Pied,Lamprotornis,bicolor,50.0,71.4,100.0,25.0,100.0,50.0,,100.0,100.0,100.0,75.0,100.0,32,41,78.0
2640_2755,763,Sunbird,White-bellied,Cinnyris,talatala,0.0,14.3,0.0,0.0,0.0,50.0,,14.3,0.0,0.0,25.0,0.0,4,41,9.8
2640_2755,772,Sunbird,Amethyst,Chalcomitra,amethystina,0.0,14.3,0.0,0.0,40.0,0.0,,14.3,0.0,0.0,0.0,0.0,4,41,9.8
2640_2755,780,Sparrow-Weaver,"White-browed ",Plocepasser,mahali,100.0,57.1,100.0,75.0,60.0,0.0,,71.4,100.0,100.0,75.0,100.0,30,41,73.2
2640_2755,784,Sparrow,House,Passer,domesticus,75.0,71.4,100.0,50.0,100.0,50.0,,85.7,100.0,100.0,75.0,100.0,33,41,80.5
2640_2755,786,Sparrow,Cape,Passer,melanurus,100.0,100.0,100.0,50.0,100.0,100.0,,100.0,100.0,100.0,75.0,100.0,38,41,92.7
2640_2755,803,Weaver,"Southern Masked ",Ploceus,velatus,100.0,85.7,100.0,25.0,100.0,50.0,,100.0,100.0,100.0,75.0,100.0,35,41,85.4
2640_2755,804,Weaver,Thick-billed,Amblyospiza,albifrons,0.0,0.0,100.0,0.0,0.0,50.0,,0.0,0.0,0.0,25.0,0.0,3,41,7.3
2640_2755,805,Quelea,Red-billed,Quelea,quelea,75.0,57.1,0.0,50.0,40.0,50.0,,14.3,100.0,0.0,25.0,0.0,15,41,36.6
2640_2755,808,Bishop,"Southern Red",Euplectes,orix,100.0,100.0,100.0,25.0,100.0,50.0,,57.1,0.0,50.0,75.0,100.0,31,41,75.6
2640_2755,812,Bishop,Yellow-crowned,Euplectes,afer,75.0,57.1,0.0,25.0,40.0,0.0,,0.0,0.0,0.0,25.0,75.0,14,41,34.1
2640_2755,813,Widowbird,Red-collared,Euplectes,ardens,25.0,28.6,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,25.0,6,41,14.6
2640_2755,814,Widowbird,White-winged,Euplectes,albonotatus,0.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,2,41,4.9
2640_2755,818,Widowbird,Long-tailed,Euplectes,progne,100.0,14.3,0.0,25.0,80.0,50.0,,57.1,0.0,100.0,75.0,50.0,22,41,53.7
2640_2755,820,Finch,Red-headed,Amadina,erythrocephala,0.0,14.3,0.0,0.0,60.0,100.0,,14.3,0.0,0.0,25.0,0.0,8,41,19.5
2640_2755,823,Mannikin,Bronze,Spermestes,cucullata,0.0,0.0,0.0,0.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,835,Firefinch,Jameson's,Lagonosticta,rhodopareia,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,837,Firefinch,Red-billed,Lagonosticta,senegala,0.0,0.0,0.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,838,Waxbill,Orange-breasted,Amandava,subflava,0.0,0.0,100.0,0.0,20.0,0.0,,14.3,0.0,0.0,0.0,0.0,3,41,7.3
2640_2755,839,Waxbill,Blue,Uraeginthus,angolensis,0.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,843,Waxbill,Common,Estrilda,astrild,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,25.0,50.0,6,41,14.6
2640_2755,844,,Quailfinch,Ortygospiza,atricollis,0.0,0.0,0.0,0.0,20.0,0.0,,14.3,0.0,0.0,0.0,0.0,2,41,4.9
2640_2755,846,Whydah,Pin-tailed,Vidua,macroura,25.0,57.1,100.0,0.0,40.0,0.0,,0.0,100.0,50.0,50.0,75.0,15,41,36.6
2640_2755,850,Indigobird,Purple,Vidua,purpurascens,25.0,14.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,3,41,7.3
2640_2755,851,Indigobird,Village,Vidua,chalybeata,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,1,41,2.4
2640_2755,859,Canary,Yellow-fronted,Crithagra,mozambica,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,1,41,2.4
2640_2755,860,Canary,Black-throated,Crithagra,atrogularis,100.0,85.7,100.0,50.0,80.0,100.0,,28.6,0.0,100.0,50.0,75.0,28,41,68.3
2640_2755,866,Canary,Yellow,Crithagra,flaviventris,25.0,14.3,0.0,0.0,0.0,50.0,,14.3,0.0,0.0,0.0,0.0,4,41,9.8
2640_2755,867,Seedeater,Streaky-headed,Crithagra,gularis,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0,25.0,2,41,4.9
2640_2755,872,Bunting,Cinnamon-breasted,Emberiza,tahapisi,25.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,41,2.4
2640_2755,940,Dove,Rock,Columba,livia,25.0,42.9,100.0,25.0,80.0,50.0,,71.4,100.0,50.0,50.0,50.0,22,41,53.7
